episode,score,steps,epsilon,q_table_size
999,3,26,0.606758,12671
1000,0,15,0.606455,12671
1001,2,18,0.606152,12671
1002,1,32,0.605849,12671
1003,2,11,0.605546,12671
1004,3,41,0.605243,12671
1005,1,25,0.604940,12671
1006,0,32,0.604638,12671
1007,1,39,0.604335,12671
1008,0,16,0.604033,12671
1009,3,66,0.603731,12671
1010,4,65,0.603429,12671
1011,2,49,0.603128,12671
1012,1,27,0.602826,12671
1013,0,22,0.602525,12671
1014,1,13,0.602223,12671
1015,2,20,0.601922,12671
1016,1,12,0.601621,12671
1017,1,40,0.601321,12671
1018,0,12,0.601020,12671
1019,0,18,0.600719,12671
1020,3,75,0.600419,12671
1021,0,16,0.600119,12671
1022,2,55,0.599819,12671
1023,1,7,0.599519,12671
1024,0,8,0.599219,12671
1025,1,22,0.598919,12671
1026,1,23,0.598620,12671
1027,0,27,0.598321,12671
1028,1,42,0.598022,12671
1029,1,12,0.597723,12671
1030,0,30,0.597424,12671
1031,0,14,0.597125,12671
1032,1,19,0.596826,12671
1033,2,89,0.596528,12671
1034,0,12,0.596230,12671
1035,2,15,0.595932,12671
1036,2,19,0.595634,12671
1037,0,17,0.595336,12671
1038,1,21,0.595038,12671
1039,0,17,0.594741,12671
1040,3,21,0.594443,12671
1041,1,39,0.594146,12671
1042,1,19,0.593849,12671
1043,0,7,0.593552,12671
1044,0,23,0.593255,12671
1045,1,27,0.592959,12671
1046,0,6,0.592662,12671
1047,2,22,0.592366,12671
1048,0,14,0.592070,12671
1049,1,13,0.591774,12671
1050,1,31,0.591478,12671
1051,1,15,0.591182,12671
1052,4,74,0.590886,12671
1053,0,12,0.590591,12671
1054,1,12,0.590296,12671
1055,1,8,0.590000,12671
1056,1,27,0.589705,12671
1057,0,7,0.589411,12671
1058,3,54,0.589116,12671
1059,1,16,0.588821,12671
1060,0,14,0.588527,12671
1061,2,38,0.588233,12671
1062,2,37,0.587939,12671
1063,1,29,0.587645,12671
1064,0,9,0.587351,12671
1065,0,20,0.587057,12671
1066,4,85,0.586764,12671
1067,2,18,0.586470,12671
1068,0,29,0.586177,12671
1069,1,14,0.585884,12671
1070,1,20,0.585591,12671
1071,1,13,0.585298,12671
1072,0,9,0.585005,12671
1073,0,15,0.584713,12671
1074,3,67,0.584421,12671
1075,1,8,0.584128,12671
1076,1,15,0.583836,12671
1077,1,17,0.583544,12671
1078,1,42,0.583253,12671
1079,1,52,0.582961,12671
1080,2,48,0.582670,12671
1081,0,15,0.582378,12671
1082,3,48,0.582087,12671
1083,2,38,0.581796,12671
1084,1,15,0.581505,12671
1085,2,45,0.581214,12671
1086,1,31,0.580924,12671
1087,0,19,0.580633,12671
1088,2,11,0.580343,12671
1089,1,14,0.580053,12671
1090,1,15,0.579763,12671
1091,0,10,0.579473,12671
1092,2,31,0.579183,12671
1093,1,9,0.578894,12671
1094,1,15,0.578604,12671
1095,1,17,0.578315,12671
1096,0,10,0.578026,12671
1097,1,12,0.577737,12671
1098,0,10,0.577448,12671
1099,0,13,0.577159,12671
1100,0,5,0.576870,12671
1101,0,16,0.576582,12671
1102,6,65,0.576294,12671
1103,2,44,0.576006,12671
1104,1,8,0.575718,12671
1105,1,6,0.575430,12671
1106,1,29,0.575142,12671
1107,1,15,0.574854,12671
1108,1,18,0.574567,12671
1109,1,38,0.574280,12671
1110,5,81,0.573993,12671
1111,1,28,0.573706,12671
1112,0,25,0.573419,12671
1113,0,16,0.573132,12671
1114,1,9,0.572845,12671
1115,1,19,0.572559,12671
1116,0,8,0.572273,12671
1117,1,47,0.571987,12671
1118,3,49,0.571701,12671
1119,0,15,0.571415,12671
1120,2,33,0.571129,12671
1121,1,15,0.570844,12671
1122,0,35,0.570558,12671
1123,4,75,0.570273,12671
1124,0,5,0.569988,12671
1125,4,56,0.569703,12671
1126,1,23,0.569418,12671
1127,4,62,0.569133,12671
1128,1,22,0.568849,12671
1129,1,8,0.568564,12671
1130,0,8,0.568280,12671
1131,3,42,0.567996,12671
1132,1,28,0.567712,12671
1133,2,19,0.567428,12671
1134,0,12,0.567144,12671
1135,0,7,0.566861,12671
1136,0,5,0.566577,12671
1137,1,15,0.566294,12671
1138,3,29,0.566011,12671
1139,2,36,0.565728,12671
1140,0,15,0.565445,12671
1141,0,11,0.565162,12671
1142,0,7,0.564880,12671
1143,1,25,0.564597,12671
1144,1,12,0.564315,12671
1145,0,15,0.564033,12671
1146,1,16,0.563751,12671
1147,2,26,0.563469,12671
1148,1,20,0.563187,12671
1149,2,21,0.562905,12671
1150,1,20,0.562624,12671
1151,2,33,0.562343,12671
1152,2,28,0.562061,12671
1153,2,21,0.561780,12671
1154,1,14,0.561500,12671
1155,2,12,0.561219,12671
1156,1,28,0.560938,12671
1157,2,40,0.560658,12671
1158,2,15,0.560377,12671
1159,0,15,0.560097,12671
1160,2,35,0.559817,12671
1161,4,50,0.559537,12671
1162,1,7,0.559257,12671
1163,2,16,0.558978,12671
1164,0,6,0.558698,12671
1165,1,52,0.558419,12671
1166,1,36,0.558140,12671
1167,1,25,0.557861,12671
1168,1,14,0.557582,12671
1169,2,46,0.557303,12671
1170,0,13,0.557024,12671
1171,1,29,0.556746,12671
1172,0,23,0.556467,12671
1173,2,12,0.556189,12671
1174,1,15,0.555911,12671
1175,3,49,0.555633,12671
1176,1,38,0.555355,12671
1177,1,8,0.555078,12671
1178,2,28,0.554800,12671
1179,2,14,0.554523,12671
1180,3,64,0.554246,12671
1181,0,10,0.553968,12671
1182,3,78,0.553691,12671
1183,3,26,0.553415,12671
1184,3,44,0.553138,12671
1185,1,20,0.552861,12671
1186,1,24,0.552585,12671
1187,3,43,0.552309,12671
1188,1,9,0.552032,12671
1189,2,54,0.551756,12671
1190,0,31,0.551480,12671
1191,1,10,0.551205,12671
1192,1,9,0.550929,12671
1193,1,9,0.550654,12671
1194,1,20,0.550378,12671
1195,1,21,0.550103,12671
1196,2,35,0.549828,12671
1197,1,24,0.549553,12671
1198,1,28,0.549278,12671
1199,3,32,0.549004,12671
1200,0,7,0.548729,12671
1201,1,42,0.548455,12671
1202,2,50,0.548181,12671
1203,1,15,0.547907,12671
1204,1,18,0.547633,12671
1205,1,22,0.547359,12671
1206,2,30,0.547085,12671
1207,1,12,0.546812,12671
1208,2,14,0.546538,12671
1209,2,36,0.546265,12671
1210,1,7,0.545992,12671
1211,0,25,0.545719,12671
1212,1,17,0.545446,12671
1213,2,32,0.545173,12671
1214,3,79,0.544901,12671
1215,0,12,0.544628,12671
1216,0,8,0.544356,12671
1217,1,34,0.544084,12671
1218,2,26,0.543812,12671
1219,0,12,0.543540,12671
1220,4,61,0.543268,12671
1221,1,24,0.542996,12671
1222,3,66,0.542725,12671
1223,2,27,0.542453,12671
1224,3,22,0.542182,12671
1225,1,28,0.541911,12671
1226,2,53,0.541640,12671
1227,1,24,0.541369,12671
1228,7,84,0.541099,12671
1229,4,29,0.540828,12671
1230,3,35,0.540558,12671
1231,2,64,0.540287,12671
1232,2,38,0.540017,12671
1233,1,16,0.539747,12671
1234,0,7,0.539477,12671
1235,2,35,0.539208,12671
1236,0,14,0.538938,12671
1237,4,67,0.538669,12671
1238,2,34,0.538399,12671
1239,1,14,0.538130,12671
1240,2,28,0.537861,12671
1241,0,6,0.537592,12671
1242,0,13,0.537323,12671
1243,1,14,0.537055,12671
1244,0,17,0.536786,12671
1245,0,14,0.536518,12671
1246,0,9,0.536249,12671
1247,1,19,0.535981,12671
1248,2,28,0.535713,12671
1249,2,26,0.535445,12671
1250,2,22,0.535178,12671
1251,1,7,0.534910,12671
1252,3,37,0.534643,12671
1253,1,9,0.534375,12671
1254,0,10,0.534108,12671
1255,4,57,0.533841,12671
1256,1,15,0.533574,12671
1257,3,34,0.533307,12671
1258,3,23,0.533041,12671
1259,2,49,0.532774,12671
1260,2,40,0.532508,12671
1261,2,40,0.532242,12671
1262,3,34,0.531976,12671
1263,1,27,0.531710,12671
1264,0,10,0.531444,12671
1265,1,8,0.531178,12671
1266,1,12,0.530912,12671
1267,3,32,0.530647,12671
1268,2,51,0.530382,12671
1269,2,11,0.530116,12671
1270,0,5,0.529851,12671
1271,1,14,0.529586,12671
1272,2,21,0.529322,12671
1273,3,38,0.529057,12672
1274,4,27,0.528792,12672
1275,1,26,0.528528,12672
1276,4,62,0.528264,12672
1277,0,23,0.528000,12672
1278,3,48,0.527736,12672
1279,0,13,0.527472,12672
1280,1,27,0.527208,12672
1281,0,12,0.526944,12672
1282,1,34,0.526681,12672
1283,2,15,0.526418,12672
1284,3,54,0.526154,12672
1285,3,55,0.525891,12672
1286,2,17,0.525628,12672
1287,2,38,0.525366,12672
1288,4,73,0.525103,12672
1289,3,52,0.524840,12672
1290,5,91,0.524578,12672
1291,4,60,0.524316,12672
1292,1,20,0.524053,12672
1293,2,33,0.523791,12672
1294,2,28,0.523530,12672
1295,2,36,0.523268,12672
1296,3,30,0.523006,12672
1297,1,10,0.522745,12672
1298,3,55,0.522483,12672
1299,1,38,0.522222,12672
1300,2,26,0.521961,12672
1301,1,26,0.521700,12672
1302,6,43,0.521439,12672
1303,2,37,0.521178,12672
1304,0,14,0.520918,12672
1305,0,11,0.520657,12672
1306,1,22,0.520397,12672
1307,1,13,0.520137,12672
1308,1,29,0.519877,12672
1309,2,23,0.519617,12672
1310,0,12,0.519357,12672
1311,1,22,0.519097,12672
1312,1,8,0.518838,12672
1313,3,43,0.518578,12672
1314,3,55,0.518319,12672
1315,2,27,0.518060,12672
1316,0,14,0.517801,12672
1317,1,18,0.517542,12672
1318,3,75,0.517283,12672
1319,0,8,0.517025,12672
1320,0,5,0.516766,12672
1321,2,18,0.516508,12672
1322,4,104,0.516249,12672
1323,2,39,0.515991,12672
1324,2,40,0.515733,12672
1325,2,51,0.515475,12672
1326,1,24,0.515218,12672
1327,1,22,0.514960,12672
1328,1,11,0.514703,12672
1329,4,44,0.514445,12672
1330,0,15,0.514188,12672
1331,0,7,0.513931,12672
1332,3,27,0.513674,12672
1333,2,33,0.513417,12672
1334,0,9,0.513160,12672
1335,2,55,0.512904,12672
1336,2,13,0.512647,12672
1337,0,12,0.512391,12672
1338,1,20,0.512135,12672
1339,0,9,0.511879,12672
1340,0,20,0.511623,12672
1341,1,10,0.511367,12672
1342,1,19,0.511111,12672
1343,0,7,0.510856,12672
1344,1,8,0.510600,12672
1345,2,18,0.510345,12672
1346,6,56,0.510090,12672
1347,3,30,0.509835,12672
1348,1,13,0.509580,12672
1349,2,30,0.509325,12672
1350,2,43,0.509070,12672
1351,3,51,0.508816,12672
1352,1,18,0.508562,12672
1353,1,15,0.508307,12672
1354,1,24,0.508053,12672
1355,0,6,0.507799,12672
1356,3,25,0.507545,12672
1357,8,73,0.507291,12672
1358,1,16,0.507038,12672
1359,0,11,0.506784,12672
1360,1,19,0.506531,12672
1361,1,29,0.506278,12672
1362,2,21,0.506024,12672
1363,1,18,0.505771,12672
1364,2,48,0.505519,12672
1365,0,7,0.505266,12672
1366,1,22,0.505013,12672
1367,3,52,0.504761,12672
1368,0,16,0.504508,12672
1369,0,7,0.504256,12672
1370,2,37,0.504004,12672
1371,3,22,0.503752,12672
1372,1,8,0.503500,12672
1373,1,24,0.503248,12672
1374,1,10,0.502997,12672
1375,4,33,0.502745,12672
1376,2,46,0.502494,12672
1377,0,11,0.502243,12672
1378,2,58,0.501991,12672
1379,3,36,0.501740,12672
1380,2,33,0.501490,12672
1381,1,33,0.501239,12672
1382,1,13,0.500988,12672
1383,1,35,0.500738,12672
1384,0,10,0.500487,12672
1385,3,40,0.500237,12672
1386,0,23,0.499987,12672
1387,2,31,0.499737,12672
1388,0,9,0.499487,12672
1389,1,12,0.499237,12672
1390,1,19,0.498988,12672
1391,1,7,0.498738,12672
1392,2,27,0.498489,12672
1393,2,31,0.498240,12672
1394,1,24,0.497990,12672
1395,1,14,0.497741,12672
1396,1,30,0.497493,12672
1397,3,43,0.497244,12672
1398,1,28,0.496995,12672
1399,3,16,0.496747,12672
1400,0,7,0.496498,12672
1401,1,39,0.496250,12672
1402,1,8,0.496002,12672
1403,2,28,0.495754,12672
1404,2,23,0.495506,12672
1405,1,14,0.495258,12672
1406,2,30,0.495011,12672
1407,4,41,0.494763,12672
1408,4,59,0.494516,12672
1409,2,27,0.494269,12672
1410,2,18,0.494021,12672
1411,1,19,0.493774,12672
1412,0,8,0.493528,12672
1413,3,51,0.493281,12672
1414,0,23,0.493034,12672
1415,2,21,0.492788,12672
1416,2,35,0.492541,12672
1417,2,27,0.492295,12672
1418,3,44,0.492049,12672
1419,1,20,0.491803,12672
1420,1,8,0.491557,12672
1421,3,31,0.491311,12672
1422,2,27,0.491065,12672
1423,3,25,0.490820,12672
1424,1,14,0.490575,12672
1425,0,7,0.490329,12672
1426,0,14,0.490084,12672
1427,1,13,0.489839,12672
1428,1,20,0.489594,12672
1429,4,26,0.489349,12672
1430,0,7,0.489105,12672
1431,0,8,0.488860,12672
1432,0,7,0.488616,12672
1433,0,10,0.488371,12672
1434,2,32,0.488127,12672
1435,1,18,0.487883,12672
1436,1,19,0.487639,12672
1437,4,45,0.487395,12672
1438,3,42,0.487152,12672
1439,0,11,0.486908,12672
1440,2,67,0.486665,12672
1441,2,20,0.486421,12672
1442,2,19,0.486178,12672
1443,0,29,0.485935,12672
1444,0,26,0.485692,12672
1445,1,35,0.485449,12672
1446,1,53,0.485206,12672
1447,2,53,0.484964,12672
1448,2,26,0.484721,12672
1449,5,83,0.484479,12672
1450,1,21,0.484237,12672
1451,0,6,0.483995,12672
1452,1,44,0.483753,12672
1453,3,69,0.483511,12672
1454,1,11,0.483269,12672
1455,2,32,0.483027,12672
1456,0,22,0.482786,12672
1457,0,8,0.482544,12672
1458,0,19,0.482303,12672
1459,1,12,0.482062,12672
1460,6,89,0.481821,12672
1461,0,19,0.481580,12672
1462,2,12,0.481339,12672
1463,1,18,0.481099,12672
1464,1,44,0.480858,12672
1465,2,33,0.480618,12672
1466,1,51,0.480377,12672
1467,4,38,0.480137,12672
1468,3,29,0.479897,12672
1469,0,8,0.479657,12672
1470,1,29,0.479417,12672
1471,1,24,0.479178,12672
1472,3,18,0.478938,12672
1473,1,26,0.478699,12672
1474,1,52,0.478459,12672
1475,2,26,0.478220,12672
1476,0,19,0.477981,12672
1477,4,76,0.477742,12672
1478,1,17,0.477503,12672
1479,4,42,0.477264,12672
1480,4,79,0.477026,12672
1481,3,35,0.476787,12672
1482,2,30,0.476549,12672
1483,1,15,0.476310,12672
1484,3,17,0.476072,12672
1485,5,103,0.475834,12672
1486,2,19,0.475596,12672
1487,2,39,0.475359,12672
1488,2,26,0.475121,12672
1489,1,10,0.474883,12672
1490,2,20,0.474646,12672
1491,4,42,0.474409,12672
1492,2,22,0.474171,12672
1493,3,41,0.473934,12672
1494,4,40,0.473697,12672
1495,3,46,0.473460,12672
1496,2,20,0.473224,12672
1497,2,11,0.472987,12672
1498,4,64,0.472751,12672
1499,2,34,0.472514,12672
1500,2,21,0.472278,12672
1501,1,11,0.472042,12672
1502,2,36,0.471806,12672
1503,2,22,0.471570,12672
1504,2,26,0.471334,12672
1505,0,8,0.471098,12672
1506,2,29,0.470863,12672
1507,0,8,0.470627,12672
1508,0,8,0.470392,12672
1509,2,20,0.470157,12672
1510,0,7,0.469922,12672
1511,6,64,0.469687,12672
1512,1,19,0.469452,12672
1513,0,6,0.469217,12672
1514,3,30,0.468983,12672
1515,2,59,0.468748,12672
1516,6,79,0.468514,12672
1517,1,33,0.468280,12672
1518,3,33,0.468045,12672
1519,1,13,0.467811,12672
1520,3,55,0.467578,12672
1521,0,6,0.467344,12672
1522,2,24,0.467110,12672
1523,2,43,0.466877,12672
1524,0,8,0.466643,12672
1525,4,38,0.466410,12672
1526,1,18,0.466177,12672
1527,1,10,0.465943,12672
1528,3,30,0.465711,12672
1529,4,63,0.465478,12672
1530,2,14,0.465245,12672
1531,4,65,0.465012,12672
1532,4,44,0.464780,12672
1533,1,32,0.464547,12672
1534,2,29,0.464315,12672
1535,1,14,0.464083,12672
1536,1,57,0.463851,12672
1537,3,47,0.463619,12673
1538,1,17,0.463387,12673
1539,6,79,0.463155,12673
1540,2,59,0.462924,12673
1541,3,78,0.462692,12673
1542,2,34,0.462461,12673
1543,2,27,0.462230,12673
1544,1,17,0.461999,12673
1545,2,20,0.461768,12673
1546,3,47,0.461537,12673
1547,1,8,0.461306,12673
1548,1,18,0.461075,12673
1549,0,11,0.460845,12673
1550,1,31,0.460614,12673
1551,4,48,0.460384,12673
1552,4,37,0.460154,12673
1553,2,43,0.459924,12673
1554,3,18,0.459694,12673
1555,2,26,0.459464,12673
1556,2,16,0.459234,12673
1557,1,19,0.459005,12673
1558,2,36,0.458775,12673
1559,2,27,0.458546,12673
1560,4,57,0.458317,12674
1561,1,19,0.458087,12674
1562,1,22,0.457858,12674
1563,0,13,0.457629,12674
1564,1,10,0.457401,12674
1565,1,8,0.457172,12674
1566,2,47,0.456943,12674
1567,1,27,0.456715,12674
1568,2,28,0.456487,12674
1569,1,6,0.456258,12674
1570,2,24,0.456030,12674
1571,0,7,0.455802,12674
1572,1,24,0.455574,12674
1573,2,42,0.455346,12674
1574,0,11,0.455119,12674
1575,2,22,0.454891,12674
1576,2,40,0.454664,12674
1577,2,25,0.454436,12674
1578,3,40,0.454209,12674
1579,2,27,0.453982,12674
1580,0,20,0.453755,12674
1581,1,10,0.453528,12674
1582,2,31,0.453301,12674
1583,4,28,0.453075,12674
1584,1,11,0.452848,12674
1585,8,85,0.452622,12674
1586,1,28,0.452396,12674
1587,3,71,0.452169,12674
1588,0,6,0.451943,12674
1589,2,36,0.451717,12674
1590,0,33,0.451491,12674
1591,1,17,0.451266,12674
1592,3,37,0.451040,12674
1593,1,7,0.450815,12674
1594,5,51,0.450589,12674
1595,2,26,0.450364,12674
1596,6,65,0.450139,12674
1597,4,43,0.449914,12674
1598,1,16,0.449689,12674
1599,0,11,0.449464,12674
1600,0,5,0.449239,12674
1601,5,74,0.449014,12674
1602,0,9,0.448790,12674
1603,4,32,0.448566,12674
1604,1,28,0.448341,12674
1605,0,8,0.448117,12674
1606,5,58,0.447893,12674
1607,7,96,0.447669,12674
1608,2,17,0.447445,12674
1609,1,17,0.447222,12674
1610,2,36,0.446998,12674
1611,2,30,0.446774,12674
1612,1,10,0.446551,12674
1613,1,21,0.446328,12674
1614,2,43,0.446105,12674
1615,3,37,0.445882,12674
1616,3,64,0.445659,12674
1617,3,25,0.445436,12674
1618,4,64,0.445213,12674
1619,1,16,0.444990,12674
1620,0,14,0.444768,12674
1621,1,10,0.444546,12674
1622,3,63,0.444323,12674
1623,1,7,0.444101,12674
1624,5,29,0.443879,12674
1625,4,53,0.443657,12674
1626,4,50,0.443435,12674
1627,2,44,0.443214,12674
1628,3,30,0.442992,12674
1629,1,29,0.442771,12674
1630,0,12,0.442549,12674
1631,3,39,0.442328,12674
1632,1,12,0.442107,12674
1633,2,71,0.441886,12674
1634,0,12,0.441665,12674
1635,1,12,0.441444,12674
1636,2,30,0.441223,12674
1637,1,12,0.441003,12674
1638,3,65,0.440782,12674
1639,3,19,0.440562,12674
1640,4,22,0.440341,12674
1641,3,24,0.440121,12674
1642,4,55,0.439901,12674
1643,2,27,0.439681,12674
1644,2,24,0.439461,12674
1645,3,33,0.439242,12674
1646,2,24,0.439022,12674
1647,0,18,0.438802,12674
1648,2,42,0.438583,12674
1649,2,16,0.438364,12674
1650,0,8,0.438145,12674
1651,1,13,0.437926,12674
1652,2,38,0.437707,12674
1653,2,15,0.437488,12674
1654,3,42,0.437269,12674
1655,2,40,0.437050,12674
1656,0,6,0.436832,12674
1657,4,53,0.436613,12674
1658,2,26,0.436395,12674
1659,1,15,0.436177,12674
1660,3,54,0.435959,12674
1661,1,14,0.435741,12674
1662,2,49,0.435523,12674
1663,3,26,0.435305,12674
1664,3,70,0.435088,12674
1665,3,51,0.434870,12674
1666,0,12,0.434653,12674
1667,2,20,0.434435,12674
1668,0,13,0.434218,12674
1669,1,19,0.434001,12674
1670,1,15,0.433784,12674
1671,1,13,0.433567,12674
1672,1,16,0.433350,12674
1673,3,35,0.433134,12674
1674,2,20,0.432917,12674
1675,2,27,0.432701,12674
1676,1,25,0.432484,12674
1677,1,14,0.432268,12674
1678,1,35,0.432052,12674
1679,1,11,0.431836,12674
1680,2,30,0.431620,12674
1681,1,27,0.431404,12674
1682,1,7,0.431188,12674
1683,1,16,0.430973,12674
1684,3,30,0.430757,12674
1685,2,19,0.430542,12674
1686,1,11,0.430327,12674
1687,3,33,0.430111,12674
1688,1,5,0.429896,12674
1689,2,21,0.429681,12674
1690,3,28,0.429467,12674
1691,1,7,0.429252,12674
1692,5,51,0.429037,12674
1693,6,63,0.428823,12674
1694,1,10,0.428608,12674
1695,2,52,0.428394,12674
1696,2,38,0.428180,12674
1697,0,9,0.427966,12674
1698,0,11,0.427752,12674
1699,0,7,0.427538,12674
1700,1,6,0.427324,12674
1701,3,35,0.427110,12674
1702,0,12,0.426897,12674
1703,4,60,0.426683,12674
1704,1,10,0.426470,12674
1705,2,37,0.426257,12674
1706,4,58,0.426044,12675
1707,4,50,0.425831,12675
1708,1,19,0.425618,12675
1709,2,30,0.425405,12675
1710,1,17,0.425192,12675
1711,0,13,0.424980,12675
1712,2,15,0.424767,12675
1713,1,21,0.424555,12675
1714,2,35,0.424343,12675
1715,2,42,0.424130,12675
1716,4,60,0.423918,12675
1717,1,53,0.423706,12675
1718,3,59,0.423494,12675
1719,3,43,0.423283,12675
1720,1,11,0.423071,12675
1721,1,11,0.422860,12675
1722,3,25,0.422648,12675
1723,4,59,0.422437,12675
1724,2,15,0.422226,12675
1725,2,18,0.422014,12675
1726,0,9,0.421803,12675
1727,2,18,0.421593,12675
1728,0,7,0.421382,12675
1729,7,102,0.421171,12675
1730,3,20,0.420960,12675
1731,1,5,0.420750,12675
1732,4,48,0.420540,12675
1733,2,44,0.420329,12675
1734,2,57,0.420119,12675
1735,3,26,0.419909,12675
1736,6,84,0.419699,12675
1737,10,62,0.419489,12675
1738,2,15,0.419280,12675
1739,1,19,0.419070,12675
1740,2,22,0.418860,12675
1741,3,43,0.418651,12675
1742,1,11,0.418442,12675
1743,2,22,0.418232,12675
1744,6,88,0.418023,12675
1745,0,9,0.417814,12675
1746,1,13,0.417605,12675
1747,2,37,0.417397,12675
1748,2,10,0.417188,12675
1749,0,9,0.416979,12675
1750,0,9,0.416771,12675
1751,3,31,0.416562,12675
1752,1,11,0.416354,12675
1753,6,37,0.416146,12675
1754,5,106,0.415938,12675
1755,0,6,0.415730,12675
1756,2,25,0.415522,12675
1757,3,56,0.415314,12675
1758,1,24,0.415107,12675
1759,0,13,0.414899,12675
1760,2,39,0.414692,12675
1761,0,15,0.414484,12675
1762,0,17,0.414277,12675
1763,0,7,0.414070,12675
1764,2,34,0.413863,12675
1765,4,57,0.413656,12675
1766,3,46,0.413449,12675
1767,0,9,0.413242,12675
1768,7,81,0.413036,12675
1769,3,24,0.412829,12675
1770,1,25,0.412623,12675
1771,2,23,0.412417,12675
1772,1,10,0.412210,12675
1773,3,29,0.412004,12675
1774,2,41,0.411798,12675
1775,1,13,0.411592,12675
1776,2,23,0.411387,12675
1777,7,79,0.411181,12675
1778,3,14,0.410975,12675
1779,0,10,0.410770,12675
1780,4,45,0.410564,12675
1781,1,20,0.410359,12675
1782,4,18,0.410154,12675
1783,2,20,0.409949,12675
1784,2,16,0.409744,12675
1785,2,32,0.409539,12675
1786,3,46,0.409334,12675
1787,3,33,0.409130,12675
1788,0,10,0.408925,12675
1789,4,57,0.408721,12675
1790,3,45,0.408516,12675
1791,4,73,0.408312,12675
1792,4,74,0.408108,12675
1793,1,12,0.407904,12675
1794,1,8,0.407700,12675
1795,5,65,0.407496,12675
1796,3,51,0.407292,12675
1797,4,44,0.407088,12675
1798,1,21,0.406885,12675
1799,1,25,0.406682,12675
1800,0,9,0.406478,12675
1801,2,32,0.406275,12675
1802,0,13,0.406072,12675
1803,4,75,0.405869,12675
1804,1,34,0.405666,12675
1805,1,18,0.405463,12675
1806,1,17,0.405260,12675
1807,4,48,0.405058,12675
1808,4,27,0.404855,12675
1809,4,60,0.404653,12675
1810,1,25,0.404450,12675
1811,5,73,0.404248,12675
1812,1,22,0.404046,12675
1813,0,18,0.403844,12675
1814,5,55,0.403642,12675
1815,0,13,0.403440,12675
1816,2,47,0.403239,12675
1817,1,10,0.403037,12675
1818,4,59,0.402835,12675
1819,3,39,0.402634,12675
1820,0,18,0.402433,12675
1821,2,7,0.402231,12675
1822,0,9,0.402030,12675
1823,2,31,0.401829,12675
1824,4,97,0.401628,12675
1825,3,37,0.401428,12675
1826,2,14,0.401227,12675
1827,2,14,0.401026,12675
1828,3,36,0.400826,12675
1829,1,41,0.400625,12675
1830,7,82,0.400425,12675
1831,4,39,0.400225,12675
1832,0,29,0.400025,12675
1833,1,21,0.399825,12675
1834,2,39,0.399625,12675
1835,2,16,0.399425,12675
1836,2,11,0.399225,12675
1837,2,29,0.399026,12675
1838,2,45,0.398826,12675
1839,2,19,0.398627,12675
1840,3,32,0.398427,12675
1841,1,21,0.398228,12675
1842,2,29,0.398029,12675
1843,2,26,0.397830,12675
1844,1,20,0.397631,12675
1845,2,33,0.397432,12675
1846,2,41,0.397234,12675
1847,4,48,0.397035,12675
1848,2,28,0.396836,12675
1849,2,31,0.396638,12675
1850,2,9,0.396440,12675
1851,1,22,0.396241,12675
1852,2,26,0.396043,12675
1853,2,14,0.395845,12675
